Wall time,Step,Value
1681430617.154342,2019,0.44494983553886414
1681431839.486476,3029,0.4078338146209717
1681432961.8341131,4039,0.3926202654838562
1681434080.8575988,5049,0.3613450229167938
1681435173.895668,6059,0.3536956012248993
1681436296.2931433,7069,0.3388908803462982
1681437392.7618287,8079,0.3304094970226288
1681438492.514635,9089,0.3247990310192108
1681439648.2391462,10099,0.3062592148780823
1681440726.467941,11109,0.28748756647109985
1681441787.9306715,12119,0.28651562333106995
1681442922.5460305,13129,0.28457149863243103
1681444007.4375126,14139,0.27702203392982483
1681445150.8435805,15149,0.2755252420902252
1681446298.2106202,16159,0.27103614807128906
1681447427.4699523,17169,0.27370011806488037
1681448570.9285727,18179,0.2836868464946747
1681449639.7554655,19189,0.2877638339996338
1681450705.2284827,20199,0.275249719619751
1681451846.073429,21209,0.2638349235057831
1681452981.6478505,22219,0.26208439469337463
1681454044.2429717,23229,0.25311967730522156
1681455130.8448942,24239,0.24456703662872314
1681456202.937681,25249,0.2538082003593445
1681457279.4740942,26259,0.24190066754817963
1681458434.6957483,27269,0.23217307031154633
1681459562.749297,28279,0.23249642550945282
1681460692.517098,29289,0.22909259796142578
1681461766.2942076,30299,0.22669647634029388
1681462847.552135,31309,0.2212515026330948
1681463937.2304235,32319,0.2176629900932312
1681465006.335264,33329,0.2223690003156662
1681466074.9569826,34339,0.21214744448661804
1681467214.8585105,35349,0.21155565977096558
1681468310.0367327,36359,0.2078125923871994
1681469478.2110114,37369,0.2032197117805481
1681470540.265622,38379,0.20179691910743713
1681471661.9597824,39389,0.20052142441272736
1681472771.4173613,40399,0.19890566170215607
1681473864.1866784,41409,0.20351655781269073
1681474993.2235298,42419,0.19958347082138062
1681476110.7195594,43429,0.19556398689746857
1681477181.3983588,44439,0.20662541687488556
1681478265.1574008,45449,0.19271333515644073
1681479337.7525568,46459,0.18992353975772858
1681480415.1035693,47469,0.18795976042747498
1681481486.8289118,48479,0.18317873775959015
1681482616.202767,49489,0.18743929266929626
1681483681.9600651,50499,0.1815425008535385
1681484746.572924,51509,0.1778373420238495
1681485802.144532,52519,0.17337465286254883
1681486858.4160144,53529,0.1714596003293991
1681487986.3504887,54539,0.16812552511692047
1681489120.1763408,55549,0.1858595758676529
1681490183.7971852,56559,0.1767137199640274
1681491241.4688148,57569,0.17104049026966095
1681492304.023009,58579,0.16869446635246277
1681493362.8029544,59589,0.1651773750782013
1681494488.1709805,60599,0.16419710218906403
1681495556.2003512,61609,0.16321459412574768
1681496622.1379569,62619,0.16510136425495148
1681497695.7838302,63629,0.15850289165973663
1681498764.821437,64639,0.15873141586780548
1681499882.139935,65649,0.1572541445493698
1681500948.8943343,66659,0.15325628221035004
1681502017.0902114,67669,0.15317684412002563
1681503082.9027584,68679,0.1512514054775238
1681504144.048991,69689,0.1522502303123474
1681505255.39262,70699,0.14881473779678345
1681506315.897629,71709,0.14849622547626495
1681507384.1020484,72719,0.1516573429107666
1681508452.87284,73729,0.1481718122959137
1681509525.235215,74739,0.1483038067817688
1681510595.2975767,75749,0.14685378968715668
1681511654.7689579,76759,0.14553216099739075
1681512716.24865,77769,0.14256128668785095
1681513832.7672281,78779,0.14426526427268982
1681514906.238083,79789,0.14514248073101044
1681515963.8512504,80799,0.14091284573078156
1681517046.5379326,81809,0.1388290524482727
1681518120.2589645,82819,0.13953502476215363
1681519189.7466724,83829,0.13720141351222992
1681520310.6567302,84839,0.13666515052318573
1681521390.4436712,85849,0.13870404660701752
1681522457.0313926,86859,0.13913147151470184
1681523524.8024387,87869,0.13440954685211182
1681524592.8567297,88879,0.13634321093559265
1681525659.8944218,89889,0.1426038146018982
1681526723.8152676,90899,0.13725392520427704
1681527792.0125227,91909,0.1343958079814911
1681528861.8572307,92919,0.13451743125915527
1681529928.7282681,93929,0.13666240870952606
1681530986.0923972,94939,0.13303077220916748
1681532052.1958075,95949,0.1312696635723114
1681533184.605411,96959,0.1351969689130783
1681534270.1506665,97969,0.12982608377933502
1681535334.7635577,98979,0.13362233340740204
1681536393.2681243,99989,0.12909039855003357
1681537524.9200187,100999,0.12917260825634003
1681538593.0657287,102009,0.1268197000026703
1681539658.8199332,103019,0.12716427445411682
1681540720.1746242,104029,0.12578263878822327
1681541780.9042125,105039,0.12520328164100647
1681542840.4421198,106049,0.12473741173744202
1681543900.8883984,107059,0.12563005089759827
1681544969.2175107,108069,0.1225573867559433
1681546041.4968512,109079,0.12206662446260452
1681547107.1679177,110089,0.12173333764076233
1681548173.4139924,111099,0.12056200951337814
1681549300.9406092,112109,0.11966946721076965
1681550397.1684818,113119,0.1204080656170845
1681551468.9226832,114129,0.12078618258237839
1681552549.218096,115139,0.12008541822433472
1681553617.9724476,116149,0.11803655326366425
1681554678.7853167,117159,0.11712883412837982
1681555745.9234529,118169,0.1163349375128746
1681556807.8695774,119179,0.11872842907905579
1681557934.538027,120189,0.11986667662858963
1681559013.1418793,121199,0.11964316666126251
1681560085.6459312,122209,0.11510313302278519
1681561149.166958,123219,0.11577462404966354
1681562206.1888132,124229,0.11452093720436096
1681563263.6603386,125239,0.11219179630279541
1681564324.490008,126249,0.11381293088197708
1681565386.0113027,127259,0.11236006766557693
1681566441.7662683,128269,0.11348279565572739
1681567500.4627366,129279,0.11439399421215057
1681568557.2757638,130289,0.1123541072010994
1681569613.7889485,131299,0.11118064820766449
1681570671.593888,132309,0.11216699331998825
1681571729.673669,133319,0.11034870147705078
1681572789.0287461,134329,0.11047231405973434
1681573846.9670656,135339,0.1114160493016243
1681574912.9550366,136349,0.10984011739492416
1681575971.4846587,137359,0.10975443571805954
1681577042.4717777,138369,0.11032919585704803
1681578100.4015956,139379,0.10886707156896591
1681579169.4394426,140389,0.10895702987909317
1681580229.9774697,141399,0.10577765852212906
1681581301.2813869,142409,0.10690172016620636
1681582365.3361726,143419,0.1066003143787384
1681583423.0660846,144429,0.10759946703910828
1681584481.9708588,145439,0.10633376240730286
1681585594.9399478,146449,0.10628802329301834
1681586711.3834152,147459,0.10503315925598145
1681587782.762648,148469,0.10431595891714096
1681588849.967124,149479,0.10332676768302917
1681589926.862602,150489,0.10350895673036575
1681590994.5335379,151499,0.10317935794591904
1681592059.8379004,152509,0.1030120924115181
1681593119.9926813,153519,0.10257980972528458
1681594177.9475162,154529,0.10161285102367401
1681595244.66861,155539,0.10357954353094101
1681596314.072711,156549,0.1022358313202858
1681597386.4767652,157559,0.10065026581287384
1681598451.4815319,158569,0.10052324086427689
1681599514.2123566,159579,0.0995144248008728
1681600572.6075711,160589,0.09859702736139297
1681601639.6869683,161599,0.09892380237579346
1681602712.9992871,162609,0.09936042129993439
1681603777.3453786,163619,0.09748364239931107
1681604839.5582752,164629,0.09757551550865173
1681605896.3715658,165639,0.09578824043273926
1681606951.468078,166649,0.09724351763725281
1681608006.1980817,167659,0.09643059223890305
1681609058.4530954,168669,0.09550316631793976
1681610115.0493546,169679,0.09577135741710663
1681611172.9376624,170689,0.09725519269704819
1681612230.9257922,171699,0.09490857273340225
1681613296.7463164,172709,0.09515471756458282
1681614369.3589165,173719,0.0945625826716423
1681615441.7543595,174729,0.09400148689746857
1681616506.6671412,175739,0.09483110904693604
1681617573.8210437,176749,0.09396730363368988
1681618652.7914965,177759,0.09273357689380646
