Wall time,Step,Value
1679920398.6833358,1649,0.3882595896720886
1679921281.7344346,2474,0.3624715805053711
1679922139.828717,3299,0.35682904720306396
1679923000.943057,4124,0.34558334946632385
1679923861.2972333,4949,0.3469354510307312
1679924774.2752807,5774,0.321081280708313
1679925696.8053837,6599,0.3074818253517151
1679926556.0152898,7424,0.299938827753067
1679927416.953164,8249,0.2966035306453705
1679928278.7148745,9074,0.29510003328323364
1679929141.1186936,9899,0.2886049449443817
1679930051.9902184,10724,0.2774370014667511
1679930965.0609703,11549,0.27132195234298706
1679931826.4419127,12374,0.26562753319740295
1679932686.8487484,13199,0.2620069682598114
1679933551.1426976,14024,0.2653854191303253
1679934414.7733698,14849,0.259211003780365
1679935279.0741007,15674,0.2573748528957367
1679936143.0199444,16499,0.2522812783718109
1679937007.141179,17324,0.2515117824077606
1679937869.2688134,18149,0.24397803843021393
1679938732.7192452,18974,0.2443087100982666
1679939597.1062815,19799,0.2429935336112976
1679940461.2117307,20624,0.2371874302625656
1679941324.642512,21449,0.23428834974765778
1679942188.960195,22274,0.22818735241889954
1679943051.5893996,23099,0.22719235718250275
1679943927.4882858,23924,0.2253785878419876
1679944843.100833,24749,0.221988707780838
1679945707.7730615,25574,0.22176384925842285
1679946573.452199,26399,0.2127165049314499
1679947437.5824776,27224,0.21769185364246368
1679948299.6799724,28049,0.21635033190250397
1679949211.7836926,28874,0.2139129489660263
1679950073.762518,29699,0.2104274481534958
1679950937.2426832,30524,0.20559677481651306
1679951800.4538047,31349,0.2044321447610855
1679952663.0351238,32174,0.2031843364238739
1679953526.1003628,32999,0.199014350771904
1679954389.286737,33824,0.199350044131279
1679955312.9723158,34649,0.1910836100578308
1679956176.462778,35474,0.19194696843624115
1679957039.7217789,36299,0.19064851105213165
1679957901.9747047,37124,0.1910260021686554
1679958765.1292462,37949,0.18937163054943085
1679959629.0400214,38774,0.18625910580158234
1679960491.3687398,39599,0.18078850209712982
1679961354.095222,40424,0.18200205266475677
1679962216.526039,41249,0.18705329298973083
1679963080.3948016,42074,0.18099792301654816
1679963941.8060145,42899,0.181801900267601
1679964804.8238237,43724,0.17722365260124207
1679965667.8860588,44549,0.17349106073379517
1679966529.7755468,45374,0.17309601604938507
1679967391.918133,46199,0.1705324351787567
1679968253.5052907,47024,0.1682613492012024
1679969116.302615,47849,0.1653926968574524
1679969979.8937721,48674,0.16534112393856049
1679970842.4762914,49499,0.16173386573791504
1679971705.1732843,50324,0.16135163605213165
1679972567.918119,51149,0.1615486741065979
1679973430.2447133,51974,0.15834493935108185
1679974292.6730757,52799,0.1596936583518982
1679975154.9890332,53624,0.15719056129455566
1679976017.182387,54449,0.1548471301794052
1679976886.150221,55274,0.15506276488304138
1679977748.3051476,56099,0.1548769623041153
1679978611.5465562,56924,0.15163324773311615
1679979476.4182625,57749,0.15293605625629425
1679980337.8751926,58574,0.15182247757911682
1679981199.8792596,59399,0.14865656197071075
1679982061.8585372,60224,0.14539331197738647
1679982923.1513925,61049,0.14722056686878204
1679983786.0301023,61874,0.14464090764522552
1679984647.941727,62699,0.14375577867031097
1679985509.3250818,63524,0.14273475110530853
1679986371.6417398,64349,0.1393677443265915
1679987233.3945706,65174,0.13615475594997406
1679988094.742251,65999,0.13548606634140015
1679988957.1724577,66824,0.13668756186962128
1679989819.1962528,67649,0.1332882195711136
1679990681.294162,68474,0.131287083029747
1679991542.8321314,69299,0.12795943021774292
1679992405.101467,70124,0.1272362321615219
1679993265.8793051,70949,0.128879576921463
1679994137.0431364,71774,0.12911127507686615
1679995000.036972,72599,0.12705911695957184
1679995861.6356285,73424,0.12436817586421967
1679996721.6327126,74249,0.1264011561870575
1679997581.5155182,75074,0.12262821197509766
1679998443.7493315,75899,0.12241464108228683
1679999305.5939748,76724,0.12228567898273468
1680000166.5511987,77549,0.12238016724586487
1680001028.7384822,78374,0.11860977113246918
1680001890.9962826,79199,0.11713939905166626
1680002752.274652,80024,0.1175074651837349
1680003613.124953,80849,0.11538954824209213
1680004474.6340725,81674,0.11522464454174042
1680005336.3213494,82499,0.11331013590097427
1680006197.950257,83324,0.1132412850856781
1680007059.4218838,84149,0.11080684512853622
1680007920.7310445,84974,0.10900204628705978
