Wall time,Step,Value
1680529277.6484215,1649,0.08585485070943832
1680530215.088801,2474,0.07623213529586792
1680531073.8210752,3299,0.08226630836725235
1680531989.2941856,4124,0.0801597312092781
1680532904.0036237,4949,0.07468821853399277
1680533815.881133,5774,0.07387510687112808
1680534681.2987194,6599,0.07114866375923157
1680535546.2154534,7424,0.06804359704256058
1680536412.0582707,8249,0.06695662438869476
1680537274.3393176,9074,0.06283900141716003
1680538190.8868518,9899,0.07763316482305527
1680539053.767498,10724,0.0779276043176651
1680539917.2638876,11549,0.07799582183361053
1680540782.5444005,12374,0.07722508907318115
1680541645.2809052,13199,0.07653140276670456
1680542508.1140418,14024,0.07631006836891174
1680543373.3382416,14849,0.07573361694812775
1680544235.6364884,15674,0.0756770446896553
1680545099.164316,16499,0.07492408901453018
1680545963.6719232,17324,0.0720977932214737
1680546825.5763931,18149,0.07405243813991547
1680547687.300029,18974,0.07004530727863312
1680548551.3393333,19799,0.06463979184627533
1680549414.285852,20624,0.05873369798064232
1680550277.4668074,21449,0.0593080148100853
1680551141.0146773,22274,0.05776570737361908
1680552005.9515605,23099,0.056256964802742004
1680552867.7751005,23924,0.0521840862929821
1680553732.7884,24749,0.05384588986635208
1680554594.6952996,25574,0.052669547498226166
1680555509.5355246,26399,0.05606047436594963
1680556434.8040571,27224,0.05175718665122986
1680557296.7560685,28049,0.05177418515086174
1680558159.7133286,28874,0.049533046782016754
1680559025.0512447,29699,0.048927437514066696
1680559942.2399304,30524,0.04634967818856239
1680560812.7577944,31349,0.047210145741701126
1680561675.1160893,32174,0.04417601227760315
1680562537.9407918,32999,0.04563833028078079
1680563404.471704,33824,0.04311208799481392
1680564267.4882689,34649,0.045173514634370804
1680565181.0477593,35474,0.04460780695080757
1680566046.9722922,36299,0.0462370328605175
1680566931.6467113,37124,0.04125713184475899
1680567795.223619,37949,0.04154324159026146
1680568658.8420475,38774,0.04487552121281624
1680569523.3348646,39599,0.04203522950410843
1680570387.859117,40424,0.0407007560133934
1680571251.875103,41249,0.04018489271402359
1680572115.5963283,42074,0.0409061424434185
1680572979.4987028,42899,0.04078271612524986
1680573843.585381,43724,0.040593814104795456
1680574706.5141983,44549,0.039005130529403687
1680575569.7007694,45374,0.03864380717277527
1680576433.465628,46199,0.039398498833179474
1680577348.0741792,47024,0.03940242528915405
1680578277.7912438,47849,0.04011363536119461
1680579140.6127968,48674,0.038992468267679214
1680580001.7152483,49499,0.04010295122861862
1680580865.4368641,50324,0.039204202592372894
1680581727.886422,51149,0.037405554205179214
1680582590.941845,51974,0.038375336676836014
1680583454.1614892,52799,0.038384757936000824
1680584317.7946303,53624,0.03858855739235878
1680585180.634144,54449,0.037083227187395096
1680586043.8108854,55274,0.035720646381378174
1680586906.5194325,56099,0.03675343096256256
1680587770.6322737,56924,0.03747517243027687
1680588634.5685608,57749,0.03639865294098854
1680589498.1255283,58574,0.0360264778137207
1680590361.8068175,59399,0.03622451797127724
1680591225.6677248,60224,0.036221086978912354
1680592088.9532208,61049,0.03566405922174454
1680592951.657167,61874,0.03561018034815788
1680593813.5522287,62699,0.03573569655418396
1680594676.531616,63524,0.0346495546400547
1680595538.7733426,64349,0.03432374447584152
1680596402.22914,65174,0.03504899889230728
1680597265.2014468,65999,0.03478565439581871
1680598126.700618,66824,0.033999547362327576
1680598989.222701,67649,0.03418823704123497
1680599853.8582418,68474,0.0343959666788578
1680600765.2704651,69299,0.03494706377387047
1680601635.767761,70124,0.03313243016600609
1680602498.752887,70949,0.033626701682806015
1680603365.6181612,71774,0.035091158002614975
1680604238.5425832,72599,0.03530052304267883
1680605106.9763489,73424,0.0345439650118351
1680605973.1803937,74249,0.03345956280827522
1680606838.0310366,75074,0.0332915261387825
1680607705.3801196,75899,0.032606977969408035
1680608586.9305913,76724,0.03261450305581093
1680609447.9257047,77549,0.03142762929201126
1680610309.8293183,78374,0.03066360577940941
1680611174.6923358,79199,0.030328162014484406
1680612039.9107964,80024,0.02961811237037182
